timestamp,commit,branch,python,numpy,scipy,platform,N_block,N,seed,Lambda,perturb_eps,unitary_eps,trace_fD,trace_fD_pert,trace_fD_U,sum_f_eigs,paired_max,comm_norm
2025-11-11T13:01:42.343461,b598ce7c9c32529a57231c0022629b88c64f417b,main,"3.12.12 | packaged by conda-forge | (main, Oct 22 2025, 23:13:34) [MSC v.1944 64 bit (AMD64)]",2.3.4,1.16.3,Windows-11-10.0.26100-SP0,300,600,2025,5.0,0.01,0.1,-1.4629616962302805e-13,2.6879540260260626e-14,4.8260007101674773e-14,-1.1368683772161603e-13,1.554312234475219e-14,0.0
